,path,transcription,action,object,location,Content_Parsed_1,Content_Parsed_2,Content_Parsed_3,Content_Parsed_4
1892,wavs/speakers/d2waAp3pEjiWgrDEY/8941b890-451b-11e9-9035-7943ec3b842a.wav,Bring shoes,bring,shoes,none,bring shoes,bring shoes,bring shoes,bring shoe
1893,wavs/speakers/d2waAp3pEjiWgrDEY/6f3a9540-4519-11e9-9035-7943ec3b842a.wav,Turn the washroom lights on,activate,lights,washroom,turn the washroom lights on,turn the washroom lights on,turn the washroom lights on,turn the washroom light on
1894,wavs/speakers/kNnmb7MdArswxLYw/00b1df50-45f2-11e9-aa19-e96346c3828f.wav,Resume,activate,music,none,resume,resume,resume,resume
1895,wavs/speakers/Xygv5loxdZtrywr9/d70b2460-452c-11e9-b1e4-e5985dca719e.wav,Decrease the heating in the bathroom,decrease,heat,washroom,decrease the heating in the bathroom,decrease the heating in the bathroom,decrease the heating in the bathroom,decrease the heat in the bathroom
1896,wavs/speakers/RjDBre8jzzhdr4YL/49b21b20-4412-11e9-85a0-dd11eb2f13b6.wav,That's too quiet,increase,volume,none,that's too quiet,that's too quiet,that too quiet,that too quiet
1897,wavs/speakers/9EWlVBQo9rtqRYdy/e5bd99b0-45eb-11e9-aa19-e96346c3828f.wav,Lights on,activate,lights,none,lights on,lights on,lights on,light on
1898,wavs/speakers/M4ybygBlWqImBn9oZ/08c00850-454a-11e9-aa52-bf2189a03a60.wav,Kitchen lights on,activate,lights,kitchen,kitchen lights on,kitchen lights on,kitchen lights on,kitchen light on
1899,wavs/speakers/kxgXN97ALmHbaezp/4e0743d0-4467-11e9-beaa-1f3e1eab7bff.wav,Lights on in the bathroom,activate,lights,washroom,lights on in the bathroom,lights on in the bathroom,lights on in the bathroom,light on in the bathroom
1900,wavs/speakers/8e5qRjN7dGuovkRY/52b9f2c0-45a1-11e9-bf4b-216bfa333ac2.wav,Turn the heat down in the washroom,decrease,heat,washroom,turn the heat down in the washroom,turn the heat down in the washroom,turn the heat down in the washroom,turn the heat down in the washroom
1901,wavs/speakers/KqDyvgWm4Wh8ZDM7/1c3e7660-44d1-11e9-a8b6-e96f2628bf65.wav,Switch on the lights in the kitchen,activate,lights,kitchen,switch on the lights in the kitchen,switch on the lights in the kitchen,switch on the lights in the kitchen,switch on the light in the kitchen
1902,wavs/speakers/R3mexpM2YAtdPbL7/b1277360-4500-11e9-a1ea-79ca03012c0e.wav,Go get me my socks,bring,socks,none,go get me my socks,go get me my socks,go get me my socks,go get me my sock
1903,wavs/speakers/BvyakyrDmQfWEABb/2c8defe0-45fe-11e9-bc65-55b32b211b66.wav,Lower the volume,decrease,volume,none,lower the volume,lower the volume,lower the volume,lower the volume
1904,wavs/speakers/8e5qRjN7dGuovkRY/50553250-45a2-11e9-bf4b-216bfa333ac2.wav,Set my phone's language to English,change language,English,none,set my phone's language to english,set my phone's language to english,set my phone language to english,set my phone language to english
1905,wavs/speakers/Rq9EA8dEeZcEwada2/bca009b0-45db-11e9-81ce-69b74fd7e64e.wav,Lights off in the washroom,deactivate,lights,washroom,lights off in the washroom,lights off in the washroom,lights off in the washroom,light off in the washroom
1906,wavs/speakers/xEYa2wgAQof3wyEO/1ba97900-4537-11e9-b1e4-e5985dca719e.wav,Bedroom lights off,deactivate,lights,bedroom,bedroom lights off,bedroom lights off,bedroom lights off,bedroom light off
1907,wavs/speakers/xPZw23VxroC3N34k/2998a8c0-450e-11e9-9539-7f047cfe24d1.wav,Turn the kitchen lights on,activate,lights,kitchen,turn the kitchen lights on,turn the kitchen lights on,turn the kitchen lights on,turn the kitchen light on
1908,wavs/speakers/8e5qRjN7dGuovkRY/326398f0-45a1-11e9-bf4b-216bfa333ac2.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom,turn down the temperature in the bedroom,turn down the temperature in the bedroom,turn down the temperature in the bedroom,turn down the temperature in the bedroom
1909,wavs/speakers/ro5AaKwypZIqNEp2/df204480-447f-11e9-a9a5-5dbec3b8816a.wav,Switch the lights on,activate,lights,none,switch the lights on,switch the lights on,switch the lights on,switch the light on
1910,wavs/speakers/qNY4Qwveojc8jlm4/0965a980-44ce-11e9-a8b6-e96f2628bf65.wav,I need volume,increase,volume,none,i need volume,i need volume,i need volume,i need volume
1911,wavs/speakers/ro5AaKwypZIqNEp2/e85bd340-4482-11e9-a9a5-5dbec3b8816a.wav,Bathroom heat up,increase,heat,washroom,bathroom heat up,bathroom heat up,bathroom heat up,bathroom heat up
1912,wavs/speakers/xEYa2wgAQof3wyEO/5e655300-4536-11e9-b1e4-e5985dca719e.wav,Switch on the lamp,activate,lamp,none,switch on the lamp,switch on the lamp,switch on the lamp,switch on the lamp
1913,wavs/speakers/8e5qRjN7dGuovkRY/3cb7ddf0-4594-11e9-9600-8f19ade2128c.wav,Play the music,activate,music,none,play the music,play the music,play the music,play the music
1914,wavs/speakers/8e5qRjN7dGuovkRY/46b05a70-459f-11e9-bf4b-216bfa333ac2.wav,Turn the lights off,deactivate,lights,none,turn the lights off,turn the lights off,turn the lights off,turn the light off
1915,wavs/speakers/jgxq52DoPpsR9ZRx/c139a430-4519-11e9-9035-7943ec3b842a.wav,Make the music louder,increase,volume,none,make the music louder,make the music louder,make the music louder,make the music louder
1916,wavs/speakers/n5XllaB4gZFwZXkBz/31901120-45f5-11e9-aa19-e96346c3828f.wav,Switch languages,change language,none,none,switch languages,switch languages,switch languages,switch languages
1917,wavs/speakers/xwzgmmv5ZOiVaxXz/5969f740-4539-11e9-b1e4-e5985dca719e.wav,Use a different language,change language,none,none,use a different language,use a different language,use a different language,use a different language
1918,wavs/speakers/d3erpmyk9yFlVyrZ/83a4d380-460c-11e9-bc65-55b32b211b66.wav,Increase the sound,increase,volume,none,increase the sound,increase the sound,increase the sound,increase the sound
1919,wavs/speakers/qNY4Qwveojc8jlm4/427570f0-44d0-11e9-a8b6-e96f2628bf65.wav,Volume mute,decrease,volume,none,volume mute,volume mute,volume mute,volume mute
1920,wavs/speakers/9EWlVBQo9rtqRYdy/db0d04e0-45ed-11e9-aa19-e96346c3828f.wav,Turn the temperature down in the bathroom,decrease,heat,washroom,turn the temperature down in the bathroom,turn the temperature down in the bathroom,turn the temperature down in the bathroom,turn the temperature down in the bathroom
1921,wavs/speakers/WYmlNV2rDkSaALOE/436f4840-4436-11e9-beaa-1f3e1eab7bff.wav,"I need to hear this, increase the volume",increase,volume,none,"i need to hear this, increase the volume",i need to hear this increase the volume,i need to hear this increase the volume,i need to hear this increase the volume
1922,wavs/speakers/oXjpaOq4wVUezb3x/9a99ba30-4510-11e9-9539-7f047cfe24d1.wav,Turn down the heat,decrease,heat,none,turn down the heat,turn down the heat,turn down the heat,turn down the heat
1923,wavs/speakers/zaEBPeMY4NUbDnZy/2b260ae0-44df-11e9-a8b6-e96f2628bf65.wav,Go get the newspaper,bring,newspaper,none,go get the newspaper,go get the newspaper,go get the newspaper,go get the newspaper
1924,wavs/speakers/LR5vdbQgp3tlMBzB/35c7bca0-45cf-11e9-9992-dfba019cb646.wav,"It’s too loud, turn the volume down",decrease,volume,none,"it’s too loud, turn the volume down",it’s too loud turn the volume down,it’s too loud turn the volume down,it’s too loud turn the volume down
1925,wavs/speakers/WYmlNV2rDkSaALOE/3f43e380-4435-11e9-beaa-1f3e1eab7bff.wav,Go get me my shoes,bring,shoes,none,go get me my shoes,go get me my shoes,go get me my shoes,go get me my shoe
1926,wavs/speakers/ro5AaKwypZIqNEp2/a0107b30-4483-11e9-a9a5-5dbec3b8816a.wav,OK now switch the main language to Korean,change language,Korean,none,ok now switch the main language to korean,ok now switch the main language to korean,ok now switch the main language to korean,ok now switch the main language to korean
1927,wavs/speakers/Rq9EA8dEeZcEwada2/519cdda0-45db-11e9-81ce-69b74fd7e64e.wav,Kitchen lights on,activate,lights,kitchen,kitchen lights on,kitchen lights on,kitchen lights on,kitchen light on
1928,wavs/speakers/d2waAp3pEjiWgrDEY/f3d029d0-451b-11e9-9035-7943ec3b842a.wav,Turn the washroom lights off,deactivate,lights,washroom,turn the washroom lights off,turn the washroom lights off,turn the washroom lights off,turn the washroom light off
1929,wavs/speakers/anvKyBjB5OiP5dYZ/8977a5f0-4579-11e9-9600-8f19ade2128c.wav,Switch the bedroom lights on,activate,lights,bedroom,switch the bedroom lights on,switch the bedroom lights on,switch the bedroom lights on,switch the bedroom light on
1930,wavs/speakers/anvKyBjB5OiP5dYZ/b5b31260-4576-11e9-9600-8f19ade2128c.wav,Turn the sound up,increase,volume,none,turn the sound up,turn the sound up,turn the sound up,turn the sound up
1931,wavs/speakers/n5XllaB4gZFwZXkBz/38f73230-45f1-11e9-aa19-e96346c3828f.wav,Get me some juice,bring,juice,none,get me some juice,get me some juice,get me some juice,get me some juice
1932,wavs/speakers/kNnmb7MdArswxLYw/74bbb960-45f3-11e9-aa19-e96346c3828f.wav,More heat,increase,heat,none,more heat,more heat,more heat,more heat
1933,wavs/speakers/kxgXN97ALmHbaezp/694cf3e0-4464-11e9-beaa-1f3e1eab7bff.wav,Turn the kitchen lights on,activate,lights,kitchen,turn the kitchen lights on,turn the kitchen lights on,turn the kitchen lights on,turn the kitchen light on
1934,wavs/speakers/xwzgmmv5ZOiVaxXz/3dd45040-452d-11e9-b1e4-e5985dca719e.wav,Switch the bedroom lights on,activate,lights,bedroom,switch the bedroom lights on,switch the bedroom lights on,switch the bedroom lights on,switch the bedroom light on
1935,wavs/speakers/mor8vDGkaOHzLLWBp/207add90-453f-11e9-b1e4-e5985dca719e.wav,Resume music,activate,music,none,resume music,resume music,resume music,resume music
1936,wavs/speakers/kxgXN97ALmHbaezp/b7fdfe60-4466-11e9-beaa-1f3e1eab7bff.wav,Change language,change language,none,none,change language,change language,change language,change language
1937,wavs/speakers/BvyakyrDmQfWEABb/79836f10-45fd-11e9-bc65-55b32b211b66.wav,Switch the lights on,activate,lights,none,switch the lights on,switch the lights on,switch the lights on,switch the light on
1938,wavs/speakers/2ojo7YRL7Gck83Z3/6224bc00-45e6-11e9-b578-494a5b19ab8b.wav,I need to practice my English. Switch the language,change language,English,none,i need to practice my english. switch the language,i need to practice my english switch the language,i need to practice my english switch the language,i need to practice my english switch the language
1939,wavs/speakers/R3mexpM2YAtdPbL7/08fe4970-4500-11e9-a1ea-79ca03012c0e.wav,Washroom heat up,increase,heat,washroom,washroom heat up,washroom heat up,washroom heat up,washroom heat up
1940,wavs/speakers/NWAAAQQZDXC5b9Mk/1a9e4a70-444e-11e9-beaa-1f3e1eab7bff.wav,Set my phone's language to Chinese,change language,Chinese,none,set my phone's language to chinese,set my phone's language to chinese,set my phone language to chinese,set my phone language to chinese
1941,wavs/speakers/BvyakyrDmQfWEABb/e512bf70-4606-11e9-bc65-55b32b211b66.wav,Lights on,activate,lights,none,lights on,lights on,lights on,light on
1942,wavs/speakers/gNYvkbx3gof2Y3V9/660bea80-44e4-11e9-bb82-bdba769643e7.wav,Turn up the washroom temperature,increase,heat,washroom,turn up the washroom temperature,turn up the washroom temperature,turn up the washroom temperature,turn up the washroom temperature
1943,wavs/speakers/RjDBre8jzzhdr4YL/42aa3ba0-4417-11e9-85a0-dd11eb2f13b6.wav,Make the music softer,decrease,volume,none,make the music softer,make the music softer,make the music softer,make the music softer
1944,wavs/speakers/rwqzgZjbPaf5dmbL/8e58e080-44a6-11e9-a9a5-5dbec3b8816a.wav,Increase the heating in the bathroom,increase,heat,washroom,increase the heating in the bathroom,increase the heating in the bathroom,increase the heating in the bathroom,increase the heat in the bathroom
1945,wavs/speakers/Gym5dABePPHA8mZK9/43ebdf70-45f0-11e9-aa19-e96346c3828f.wav,Turn the volume down,decrease,volume,none,turn the volume down,turn the volume down,turn the volume down,turn the volume down
1946,wavs/speakers/anvKyBjB5OiP5dYZ/96d97810-4577-11e9-9600-8f19ade2128c.wav,Turn the temperature down in the washroom,decrease,heat,washroom,turn the temperature down in the washroom,turn the temperature down in the washroom,turn the temperature down in the washroom,turn the temperature down in the washroom
1947,wavs/speakers/2ojo7YRL7Gck83Z3/56f40970-45e2-11e9-81ce-69b74fd7e64e.wav,"I couldn't hear anything, turn up the volume",increase,volume,none,"i couldn't hear anything, turn up the volume",i couldn't hear anything turn up the volume,i couldn't hear anything turn up the volume,i couldn't hear anything turn up the volume
1948,wavs/speakers/jgxq52DoPpsR9ZRx/eccf2f80-451d-11e9-a843-8db76f4b5e29.wav,Set the language,change language,none,none,set the language,set the language,set the language,set the language
1949,wavs/speakers/DMApMRmGq5hjkyvX/03d31e80-45dc-11e9-81ce-69b74fd7e64e.wav,Decrease the temperature in the bedroom,decrease,heat,bedroom,decrease the temperature in the bedroom,decrease the temperature in the bedroom,decrease the temperature in the bedroom,decrease the temperature in the bedroom
1950,wavs/speakers/LR5vdbQgp3tlMBzB/6b47fc10-45ce-11e9-9992-dfba019cb646.wav,Play the music,activate,music,none,play the music,play the music,play the music,play the music
1951,wavs/speakers/WYmlNV2rDkSaALOE/764be980-4436-11e9-beaa-1f3e1eab7bff.wav,More heat,increase,heat,none,more heat,more heat,more heat,more heat
1952,wavs/speakers/2ojo7YRL7Gck83Z3/2d7ad900-45df-11e9-81ce-69b74fd7e64e.wav,Increase the volume,increase,volume,none,increase the volume,increase the volume,increase the volume,increase the volume
1953,wavs/speakers/zZezMeg5XvcbRdg3/5e7bbcc0-45dc-11e9-81ce-69b74fd7e64e.wav,Turn down the temperature in the bedroom,decrease,heat,bedroom,turn down the temperature in the bedroom,turn down the temperature in the bedroom,turn down the temperature in the bedroom,turn down the temperature in the bedroom
1954,wavs/speakers/2ojo7YRL7Gck83Z3/f39f7240-45de-11e9-81ce-69b74fd7e64e.wav,Turn the lights off in the kitchen,deactivate,lights,kitchen,turn the lights off in the kitchen,turn the lights off in the kitchen,turn the lights off in the kitchen,turn the light off in the kitchen
1955,wavs/speakers/X4vEl3glp9urv4GN/0279d380-4541-11e9-b1e4-e5985dca719e.wav,Turn the volume down,decrease,volume,none,turn the volume down,turn the volume down,turn the volume down,turn the volume down
1956,wavs/speakers/RjDBre8jzzhdr4YL/d318b530-4413-11e9-85a0-dd11eb2f13b6.wav,Turn up the temperature in the bedroom,increase,heat,bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom
1957,wavs/speakers/DMApMRmGq5hjkyvX/3225b5b0-45da-11e9-81ce-69b74fd7e64e.wav,Set language to German,change language,German,none,set language to german,set language to german,set language to german,set language to german
1958,wavs/speakers/73bEEYMKLwtmVwV43/6a6fac70-4529-11e9-a843-8db76f4b5e29.wav,Turn the temperature in the bedroom up,increase,heat,bedroom,turn the temperature in the bedroom up,turn the temperature in the bedroom up,turn the temperature in the bedroom up,turn the temperature in the bedroom up
1959,wavs/speakers/jgxq52DoPpsR9ZRx/4d3ccd00-4519-11e9-9035-7943ec3b842a.wav,Go get me my shoes,bring,shoes,none,go get me my shoes,go get me my shoes,go get me my shoes,go get me my shoe
1960,wavs/speakers/d2waAp3pEjiWgrDEY/84d843f0-451b-11e9-9035-7943ec3b842a.wav,Bring me my shoes,bring,shoes,none,bring me my shoes,bring me my shoes,bring me my shoes,bring me my shoe
1961,wavs/speakers/xwzgmmv5ZOiVaxXz/2fcd5c20-453d-11e9-b1e4-e5985dca719e.wav,Bring newspaper,bring,newspaper,none,bring newspaper,bring newspaper,bring newspaper,bring newspaper
1962,wavs/speakers/AY5e3mMgZkIyG3Ox/0c3e26e0-446b-11e9-beaa-1f3e1eab7bff.wav,Turn the sound up,increase,volume,none,turn the sound up,turn the sound up,turn the sound up,turn the sound up
1963,wavs/speakers/RjDBre8jzzhdr4YL/11286810-441a-11e9-85a0-dd11eb2f13b6.wav,Decrease the volume,decrease,volume,none,decrease the volume,decrease the volume,decrease the volume,decrease the volume
1964,wavs/speakers/neaPN7GbBEUex8rV/42fd9890-45d4-11e9-9992-dfba019cb646.wav,Turn on the lamp,activate,lamp,none,turn on the lamp,turn on the lamp,turn on the lamp,turn on the lamp
1965,wavs/speakers/kxgXN97ALmHbaezp/43c89590-4467-11e9-beaa-1f3e1eab7bff.wav,Washroom lights on,activate,lights,washroom,washroom lights on,washroom lights on,washroom lights on,washroom light on
1966,wavs/speakers/ppzZqYxGkESMdA5Az/02c8d790-4475-11e9-a9a5-5dbec3b8816a.wav,Louder please,increase,volume,none,louder please,louder please,louder please,louder please
1967,wavs/speakers/xwzgmmv5ZOiVaxXz/c0c996c0-4539-11e9-b1e4-e5985dca719e.wav,Turn on the lights,activate,lights,none,turn on the lights,turn on the lights,turn on the lights,turn on the light
1968,wavs/speakers/kxgXN97ALmHbaezp/01cee500-4466-11e9-beaa-1f3e1eab7bff.wav,Decrease the heating in the washroom,decrease,heat,washroom,decrease the heating in the washroom,decrease the heating in the washroom,decrease the heating in the washroom,decrease the heat in the washroom
1969,wavs/speakers/RjDBre8jzzhdr4YL/59b88e20-4415-11e9-85a0-dd11eb2f13b6.wav,Turn the heat down in the kitchen,decrease,heat,kitchen,turn the heat down in the kitchen,turn the heat down in the kitchen,turn the heat down in the kitchen,turn the heat down in the kitchen
1970,wavs/speakers/Gym5dABePPHA8mZK9/1a641390-45ee-11e9-aa19-e96346c3828f.wav,Turn down the heat,decrease,heat,none,turn down the heat,turn down the heat,turn down the heat,turn down the heat
1971,wavs/speakers/kxgXN97ALmHbaezp/ac9d9e60-4464-11e9-beaa-1f3e1eab7bff.wav,Switch the bedroom lights off,deactivate,lights,bedroom,switch the bedroom lights off,switch the bedroom lights off,switch the bedroom lights off,switch the bedroom light off
1972,wavs/speakers/WYmlNV2rDkSaALOE/4b394d00-4436-11e9-beaa-1f3e1eab7bff.wav,Decrease volume,decrease,volume,none,decrease volume,decrease volume,decrease volume,decrease volume
1973,wavs/speakers/2ojo7YRL7Gck83Z3/2e481ea0-45e0-11e9-81ce-69b74fd7e64e.wav,Decrease the temperature in the washroom,decrease,heat,washroom,decrease the temperature in the washroom,decrease the temperature in the washroom,decrease the temperature in the washroom,decrease the temperature in the washroom
1974,wavs/speakers/WYmlNV2rDkSaALOE/8ef623a0-4432-11e9-beaa-1f3e1eab7bff.wav,Turn the volume up,increase,volume,none,turn the volume up,turn the volume up,turn the volume up,turn the volume up
1975,wavs/speakers/35v28XaVEns4WXOv/13b02a50-449c-11e9-a9a5-5dbec3b8816a.wav,Turn the lights on,activate,lights,none,turn the lights on,turn the lights on,turn the lights on,turn the light on
1976,wavs/speakers/gNYvkbx3gof2Y3V9/162175a0-44e2-11e9-bb82-bdba769643e7.wav,Change the language,change language,none,none,change the language,change the language,change the language,change the language
1977,wavs/speakers/kxgXN97ALmHbaezp/cda6bb80-4466-11e9-beaa-1f3e1eab7bff.wav,Volume up,increase,volume,none,volume up,volume up,volume up,volume up
1978,wavs/speakers/d3erpmyk9yFlVyrZ/45bfa450-460c-11e9-bc65-55b32b211b66.wav,Switch off the washroom lights,deactivate,lights,washroom,switch off the washroom lights,switch off the washroom lights,switch off the washroom lights,switch off the washroom light
1979,wavs/speakers/2ojo7YRL7Gck83Z3/c2ba17b0-45df-11e9-81ce-69b74fd7e64e.wav,Turn the heat up in the washroom,increase,heat,washroom,turn the heat up in the washroom,turn the heat up in the washroom,turn the heat up in the washroom,turn the heat up in the washroom
1980,wavs/speakers/zwKdl7Z2VRudGj2L/11583020-4516-11e9-9035-7943ec3b842a.wav,Turn up the temperature in the bedroom,increase,heat,bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom,turn up the temperature in the bedroom
1981,wavs/speakers/AY5e3mMgZkIyG3Ox/5efc4340-446f-11e9-a9a5-5dbec3b8816a.wav,Turn the washroom lights off,deactivate,lights,washroom,turn the washroom lights off,turn the washroom lights off,turn the washroom lights off,turn the washroom light off
1982,wavs/speakers/gvKeNY2D3Rs2jRdL/86e1dce0-459a-11e9-bf4b-216bfa333ac2.wav,Go get me my socks,bring,socks,none,go get me my socks,go get me my socks,go get me my socks,go get me my sock
1983,wavs/speakers/xPZw23VxroC3N34k/eb5433d0-4513-11e9-9539-7f047cfe24d1.wav,OK now switch the main language to Korean,change language,Korean,none,ok now switch the main language to korean,ok now switch the main language to korean,ok now switch the main language to korean,ok now switch the main language to korean
1984,wavs/speakers/2ojo7YRL7Gck83Z3/08f24300-45e6-11e9-b578-494a5b19ab8b.wav,Fetch my socks,bring,socks,none,fetch my socks,fetch my socks,fetch my socks,fetch my sock
1985,wavs/speakers/kxgXN97ALmHbaezp/2a60dc00-4464-11e9-beaa-1f3e1eab7bff.wav,Turn the heat up,increase,heat,none,turn the heat up,turn the heat up,turn the heat up,turn the heat up
1986,wavs/speakers/g2dnA9Wpvzi2WAmZ/fb8fca50-4547-11e9-aa52-bf2189a03a60.wav,Turn sound down,decrease,volume,none,turn sound down,turn sound down,turn sound down,turn sound down
1987,wavs/speakers/5BEzPgPKe8taG9OB/a0b250e0-457d-11e9-9600-8f19ade2128c.wav,I need to practice my Korean. Switch the language,change language,Korean,none,i need to practice my korean. switch the language,i need to practice my korean switch the language,i need to practice my korean switch the language,i need to practice my korean switch the language
1988,wavs/speakers/gNYvkbx3gof2Y3V9/18e2d830-44e5-11e9-bb82-bdba769643e7.wav,Bring me some juice,bring,juice,none,bring me some juice,bring me some juice,bring me some juice,bring me some juice
1989,wavs/speakers/5o9BvRGEGvhaeBwA/86e5a0f0-44eb-11e9-a1ea-79ca03012c0e.wav,Fetch my shoes,bring,shoes,none,fetch my shoes,fetch my shoes,fetch my shoes,fetch my shoe
1990,wavs/speakers/W7LeKXje7QhZlLKe/8f63fac0-455d-11e9-aa52-bf2189a03a60.wav,Decrease the heating,decrease,heat,none,decrease the heating,decrease the heating,decrease the heating,decrease the heat
1991,wavs/speakers/BvyakyrDmQfWEABb/ceb48da0-4609-11e9-bc65-55b32b211b66.wav,Turn the heat up in the bathroom,increase,heat,washroom,turn the heat up in the bathroom,turn the heat up in the bathroom,turn the heat up in the bathroom,turn the heat up in the bathroom
1992,wavs/speakers/R3mexpM2YAtdPbL7/56dcb3f0-44fd-11e9-a1ea-79ca03012c0e.wav,Decrease the temperature,decrease,heat,none,decrease the temperature,decrease the temperature,decrease the temperature,decrease the temperature
1993,wavs/speakers/BvyakyrDmQfWEABb/08130390-4607-11e9-bc65-55b32b211b66.wav,Turn the heat down,decrease,heat,none,turn the heat down,turn the heat down,turn the heat down,turn the heat down
1994,wavs/speakers/M4ybygBlWqImBn9oZ/79d29b60-454b-11e9-aa52-bf2189a03a60.wav,Bedroom heat down,decrease,heat,bedroom,bedroom heat down,bedroom heat down,bedroom heat down,bedroom heat down
1995,wavs/speakers/2ojo7YRL7Gck83Z3/4af43fb0-45e1-11e9-81ce-69b74fd7e64e.wav,Turn the lights on in the kitchen,activate,lights,kitchen,turn the lights on in the kitchen,turn the lights on in the kitchen,turn the lights on in the kitchen,turn the light on in the kitchen
1996,wavs/speakers/xwzgmmv5ZOiVaxXz/a13136c0-452e-11e9-b1e4-e5985dca719e.wav,Volume mute,decrease,volume,none,volume mute,volume mute,volume mute,volume mute
1997,wavs/speakers/R3mexpM2YAtdPbL7/037eed70-44ff-11e9-a1ea-79ca03012c0e.wav,Turn off the lamp,deactivate,lamp,none,turn off the lamp,turn off the lamp,turn off the lamp,turn off the lamp
1998,wavs/speakers/ywE435j4gVizvw3R/11cc5b40-4501-11e9-a1ea-79ca03012c0e.wav,Switch off the lamp,deactivate,lamp,none,switch off the lamp,switch off the lamp,switch off the lamp,switch off the lamp
1999,wavs/speakers/AY5e3mMgZkIyG3Ox/54f9f400-446a-11e9-beaa-1f3e1eab7bff.wav,Make the music louder,increase,volume,none,make the music louder,make the music louder,make the music louder,make the music louder
2000,wavs/speakers/g2dnA9Wpvzi2WAmZ/117e0a00-454a-11e9-aa52-bf2189a03a60.wav,OK now switch the main language to Chinese,change language,Chinese,none,ok now switch the main language to chinese,ok now switch the main language to chinese,ok now switch the main language to chinese,ok now switch the main language to chinese
2001,wavs/speakers/5o9BvRGEGvhaeBwA/4e46b500-44ef-11e9-a1ea-79ca03012c0e.wav,Set the language,change language,none,none,set the language,set the language,set the language,set the language
2002,wavs/speakers/kNnmb7MdArswxLYw/f8301160-45f3-11e9-aa19-e96346c3828f.wav,Decrease the heating,decrease,heat,none,decrease the heating,decrease the heating,decrease the heating,decrease the heat
2003,wavs/speakers/M4ybygBlWqImBn9oZ/4c883750-454b-11e9-aa52-bf2189a03a60.wav,Could you decrease the heating please?,decrease,heat,none,could you decrease the heating please?,could you decrease the heating please,could you decrease the heating please,could you decrease the heat please
2004,wavs/speakers/WYmlNV2rDkSaALOE/b0b45ff0-4434-11e9-beaa-1f3e1eab7bff.wav,Decrease the heating,decrease,heat,none,decrease the heating,decrease the heating,decrease the heating,decrease the heat
2005,wavs/speakers/G3QxQd7qGRuXAZda/65cde680-45e9-11e9-b578-494a5b19ab8b.wav,Increase the heating in the bedroom,increase,heat,bedroom,increase the heating in the bedroom,increase the heating in the bedroom,increase the heating in the bedroom,increase the heat in the bedroom
2006,wavs/speakers/anvKyBjB5OiP5dYZ/8578ba50-4576-11e9-9600-8f19ade2128c.wav,Bedroom lights off,deactivate,lights,bedroom,bedroom lights off,bedroom lights off,bedroom lights off,bedroom light off
2007,wavs/speakers/EExgNZ9dvgTE3928/302b7940-460f-11e9-bc65-55b32b211b66.wav,Stop the music,deactivate,music,none,stop the music,stop the music,stop the music,stop the music
2008,wavs/speakers/gvKeNY2D3Rs2jRdL/97356d30-4597-11e9-bf4b-216bfa333ac2.wav,Bring the newspaper,bring,newspaper,none,bring the newspaper,bring the newspaper,bring the newspaper,bring the newspaper
2009,wavs/speakers/WYmlNV2rDkSaALOE/d0e724d0-4437-11e9-beaa-1f3e1eab7bff.wav,Washroom heat up,increase,heat,washroom,washroom heat up,washroom heat up,washroom heat up,washroom heat up
2010,wavs/speakers/DMApMRmGq5hjkyvX/1e325440-45db-11e9-81ce-69b74fd7e64e.wav,Bedroom lights off,deactivate,lights,bedroom,bedroom lights off,bedroom lights off,bedroom lights off,bedroom light off
2011,wavs/speakers/d3erpmyk9yFlVyrZ/a7b5cbb0-4609-11e9-bc65-55b32b211b66.wav,I need to practice my Korean. Switch the language,change language,Korean,none,i need to practice my korean. switch the language,i need to practice my korean switch the language,i need to practice my korean switch the language,i need to practice my korean switch the language
2012,wavs/speakers/xwzgmmv5ZOiVaxXz/c7fe1240-4539-11e9-b1e4-e5985dca719e.wav,Pause the music,deactivate,music,none,pause the music,pause the music,pause the music,pause the music
2013,wavs/speakers/gNYvkbx3gof2Y3V9/12a5c6f0-44e3-11e9-bb82-bdba769643e7.wav,Switch on the kitchen lights,activate,lights,kitchen,switch on the kitchen lights,switch on the kitchen lights,switch on the kitchen lights,switch on the kitchen light
2014,wavs/speakers/NWAAAQQZDXC5b9Mk/2abfdc00-4450-11e9-beaa-1f3e1eab7bff.wav,Turn up the washroom temperature,increase,heat,washroom,turn up the washroom temperature,turn up the washroom temperature,turn up the washroom temperature,turn up the washroom temperature
2015,wavs/speakers/kNnmb7MdArswxLYw/f111cf40-45ee-11e9-aa19-e96346c3828f.wav,Bring my shoes,bring,shoes,none,bring my shoes,bring my shoes,bring my shoes,bring my shoe
2016,wavs/speakers/mor8vDGkaOHzLLWBp/0026e2d0-4541-11e9-b1e4-e5985dca719e.wav,Turn volume down,decrease,volume,none,turn volume down,turn volume down,turn volume down,turn volume down
2017,wavs/speakers/oXjpaOq4wVUezb3x/1ab54a40-4511-11e9-9539-7f047cfe24d1.wav,Louder,increase,volume,none,louder,louder,louder,louder
2018,wavs/speakers/oXjpaOq4wVUezb3x/403d5540-4512-11e9-9539-7f047cfe24d1.wav,Fetch my shoes,bring,shoes,none,fetch my shoes,fetch my shoes,fetch my shoes,fetch my shoe
